Date,Open,High,Low,Close,Adj Close,Volume
2018-12-17,46.56999969482422,46.709999084472656,45.18000030517578,45.380001068115234,40.8343505859375,244900
2018-12-18,46.58000183105469,47.869998931884766,45.58000183105469,45.61000061035156,41.04130935668945,470000
2018-12-19,45.95000076293945,46.81999969482422,45.02000045776367,45.2599983215332,40.72636795043945,300400
2018-12-20,45.2599983215332,46.849998474121094,44.63999938964844,45.38999938964844,40.84334945678711,430800
2018-12-21,45.310001373291016,45.7400016784668,43.43000030517578,43.709999084472656,39.331626892089844,985900
2018-12-24,43.66999816894531,43.939998626708984,42.400001525878906,42.400001525878906,38.152854919433594,196900
2018-12-26,42.810001373291016,45.02000045776367,42.439998626708984,44.959999084472656,40.456424713134766,315400
2018-12-27,44.22999954223633,45.16999816894531,43.40999984741211,45.15999984741211,40.63637924194336,248700
2018-12-28,45.20000076293945,46.0099983215332,43.40999984741211,45.31999969482422,40.780357360839844,595200
2018-12-31,45.599998474121094,46.36000061035156,44.61000061035156,45.209999084472656,40.681373596191406,195100
2019-01-02,44.66999816894531,45.34000015258789,43.959999084472656,45.0,40.49240493774414,423800
2019-01-03,44.880001068115234,45.47999954223633,44.349998474121094,44.54999923706055,40.08747482299805,219400
2019-01-04,44.95000076293945,46.2599983215332,44.400001525878906,45.540000915527344,40.97832107543945,262800
2019-01-07,45.65999984741211,46.810001373291016,45.31999969482422,46.47999954223633,41.82415771484375,479600
2019-01-08,46.790000915527344,48.209999084472656,46.630001068115234,48.119998931884766,43.29988479614258,388300
2019-01-09,48.119998931884766,48.45000076293945,47.349998474121094,48.220001220703125,43.389869689941406,353500
2019-01-10,48.130001068115234,48.7599983215332,47.47999954223633,48.599998474121094,43.7318000793457,233800
2019-01-11,48.54999923706055,48.65999984741211,47.65999984741211,48.18000030517578,43.353878021240234,278100
2019-01-14,48.04999923706055,48.4900016784668,47.5,47.66999816894531,42.894954681396484,176600
2019-01-15,47.68000030517578,48.290000915527344,47.68000030517578,47.9900016784668,43.18290328979492,194700
2019-01-16,47.93000030517578,48.619998931884766,47.90999984741211,48.0099983215332,43.20090103149414,177500
